"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Compact (Nissan Versa)","Incl. 26,071 miles","$ 43.95","$ 16,040.67",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 44.24","$ 16,146.06",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 44.51","$ 16,247.83",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 44.78","$ 16,343.60",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 46.63","$ 17,019.42",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 47.22","$ 17,235.07",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 49.65","$ 18,121.66",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 54.31","$ 19,824.38",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Premium (BMW X1)","Incl. 26,071 miles","$ 55.33","$ 20,195.64",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 56.93","$ 20,779.47",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Luxury (BMW X3)","Incl. 26,071 miles","$ 57.23","$ 20,890.24",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 65.78","$ 24,010.84",
"2024-03-17","2025-03-17","US","Albuquerque Int Airport","Extraordinary (BMW X5)","Incl. 26,071 miles","$ 384.44","$ 140,320.56",
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Compact (Nissan Versa)","Incl. 26,071 miles","$ 55.78","$ 20,360.75","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 56.15","$ 20,493.77","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 56.50","$ 20,622.06","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 56.83","$ 20,743.05","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Standard (Chevrolet Camaro Coupe)","Incl. 26,071 miles","$ 56.87","$ 20,756.60","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 59.16","$ 21,595.21","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 61.50","$ 22,446.51","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Compact (MINI Cooper Convertible)","Incl. 26,071 miles","$ 62.87","$ 22,946.64","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 62.97","$ 22,985.22","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 68.86","$ 25,132.62","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Premium (BMW X1)","Incl. 26,071 miles","$ 69.33","$ 25,307.10","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 72.16","$ 26,337.30","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Extraordinary (BMW 5 Series)","Incl. 26,071 miles","$ 72.48","$ 26,454.08","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Luxury (BMW X3)","Incl. 26,071 miles","$ 72.54","$ 26,476.93","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Standard (Ford Mustang Convertible)","Incl. 26,071 miles","$ 72.72","$ 26,541.75","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Extraordinary (BMW X5)","Incl. 26,071 miles","$ 78.33","$ 28,590.11","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 83.32","$ 30,412.55","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Full-size (Chevrolet Tahoe)","Incl. 26,071 miles","$ 88.12","$ 32,162.22","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Full-size Elite (Chevrolet Suburban)","Incl. 26,071 miles","$ 90.94","$ 33,192.76","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Extraordinary (BMW X7)","Incl. 26,071 miles","$ 92.16","$ 33,640.06","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Phoenix Int Airport","Luxury (BMW 4 Series Convertible)","Incl. 26,071 miles","$ 106.96","$ 39,041.86","$ 9.67/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Compact (Chevrolet Trailblazer)","Incl. 26,071 miles","$ 49.50","$ 18,067.58","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 50.73","$ 18,516.31","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 52.70","$ 19,236.83","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 60.90","$ 22,227.09","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Premium (BMW X1)","Incl. 26,071 miles","$ 61.30","$ 22,374.56","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Luxury (BMW X3)","Incl. 26,071 miles","$ 64.01","$ 23,363.23","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Extraordinary (BMW X5)","Incl. 26,071 miles","$ 68.90","$ 25,149.51","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Aspen Airport","Extraordinary (Bentley Bentayga)","Incl. 13,140 miles","$ 187.65","$ 68,490.57","$ 8.36/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Compact (Nissan Versa)","Incl. 26,071 miles","$ 44.11","$ 16,099.87","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 46.77","$ 17,069.98","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 47.03","$ 17,165.90","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Compact (Chevrolet Trailblazer)","Incl. 26,071 miles","$ 47.28","$ 17,255.54","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 47.28","$ 17,256.34","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 49.02","$ 17,893.61","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 50.77","$ 18,529.90","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 51.87","$ 18,932.66","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 56.27","$ 20,538.28","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Premium (BMW X1)","Incl. 26,071 miles","$ 56.63","$ 20,668.76","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 58.74","$ 21,438.94","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Luxury (BMW X3)","Incl. 26,071 miles","$ 59.02","$ 21,543.26","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 67.08","$ 24,485.73","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Full-size (Chevrolet Tahoe)","Incl. 26,071 miles","$ 70.67","$ 25,793.85","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Baltimore Int Airport","Full-size Elite (Chevrolet Suburban)","Incl. 26,071 miles","$ 72.78","$ 26,564.34","$ 13.75/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Compact (Nissan Versa)","Incl. 26,071 miles","$ 41.89","$ 15,289.76","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 42.42","$ 15,483.98","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 42.46","$ 15,496.98","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 42.96","$ 15,681.57","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Compact (MINI Cooper Convertible)","Incl. 26,071 miles","$ 43.63","$ 15,926.30","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Standard (Toyota Tacoma)","Incl. 26,071 miles","$ 44.29","$ 16,164.30","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 44.82","$ 16,357.54","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 46.87","$ 17,108.21","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Luxury (BMW i4)","Incl. 26,071 miles","$ 47.91","$ 17,486.15","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 48.35","$ 17,646.54","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 48.45","$ 17,685.39","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Standard (Ford Mustang Convertible)","Incl. 26,071 miles","$ 51.23","$ 18,698.93","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Premium (BMW X1)","Incl. 26,071 miles","$ 53.09","$ 19,376.96","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 55.63","$ 20,304.96","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Extraordinary (BMW 5 Series)","Incl. 26,071 miles","$ 56.19","$ 20,508.64","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Luxury (BMW X3)","Incl. 26,071 miles","$ 56.24","$ 20,526.75","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 64.18","$ 23,426.02","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Full-size (Chevrolet Tahoe)","Incl. 26,071 miles","$ 68.88","$ 25,142.33","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Extraordinary (BMW Z4 Convertible)","Incl. 22,995 miles","$ 69.67","$ 25,429.64","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Full-size Elite (Chevrolet Suburban)","Incl. 26,071 miles","$ 71.12","$ 25,959.61","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Luxury (BMW 4 Series Convertible)","Incl. 26,071 miles","$ 76.17","$ 27,802.31","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Extraordinary (BMW 7 Series)","Incl. 22,995 miles","$ 98.21","$ 35,846.97","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Extraordinary (Bentley Bentayga)","Incl. 13,140 miles","$ 547.23","$ 199,737.23","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Int Airport","Extraordinary (Bentley Continental)","Incl. 13,140 miles","$ 653.61","$ 238,567.08","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 33.53","$ 12,237.19","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Compact (Nissan Versa)","Incl. 26,071 miles","$ 34.02","$ 12,417.34","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 34.50","$ 12,591.91","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 34.94","$ 12,752.49","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Compact (Chevrolet Trailblazer)","Incl. 26,071 miles","$ 35","$ 12,776.04","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Standard (Chevrolet Camaro Coupe)","Incl. 26,071 miles","$ 36.37","$ 13,276.49","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 37.15","$ 13,558.97","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 38.92","$ 14,206.17","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Luxury (BMW 4 Series Coupe)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Standard (Ford Mustang Convertible)","Incl. 26,071 miles","$ 43.07","$ 15,719.08","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 44.20","$ 16,133.60","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Premium (BMW X1)","Incl. 26,071 miles","$ 44.25","$ 16,149.44","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 46.01","$ 16,793.06","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Luxury (BMW X3)","Incl. 26,071 miles","$ 46.97","$ 17,144.92","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 54.27","$ 19,807.90","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Full-size (Chevrolet Tahoe)","Incl. 26,071 miles","$ 58.38","$ 21,307.54","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Full-size Elite (Chevrolet Suburban)","Incl. 26,071 miles","$ 60.32","$ 22,015.53","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Beverly Hills","Luxury (BMW 4 Series Convertible)","Incl. 26,071 miles","$ 64.68","$ 23,607.94","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Compact (Nissan Versa)","Incl. 26,071 miles","$ 33.30","$ 12,153.73","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 33.77","$ 12,324.32","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 34.72","$ 12,672.26","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 35.18","$ 12,839.84","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 37.05","$ 13,522.78","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 38.82","$ 14,168.51","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 40.85","$ 14,908.94","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Luxury (BMW 4 Series Coupe)","Incl. 26,071 miles","$ 40.85","$ 14,908.94","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 44.09","$ 16,091.04","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Premium (BMW X1)","Incl. 26,071 miles","$ 44.55","$ 16,260.06","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 46.77","$ 17,069.33","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Luxury (BMW X3)","Incl. 26,071 miles","$ 47.29","$ 17,262.35","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Extraordinary (BMW 5 Series)","Incl. 26,071 miles","$ 47.70","$ 17,408.79","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Pasadena Downtown ","Luxury (BMW 4 Series Convertible)","Incl. 26,071 miles","$ 65.12","$ 23,769.64","$ 9.22/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Compact (Nissan Versa)","Incl. 26,071 miles","$ 34.02","$ 12,417.34","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 34.48","$ 12,586.05","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 34.50","$ 12,591.91","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 34.94","$ 12,752.49","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 37.15","$ 13,558.97","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 38.92","$ 14,206.17","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Luxury (BMW 4 Series Coupe)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Standard (Ford Mustang Convertible)","Incl. 26,071 miles","$ 43.07","$ 15,719.08","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 44.20","$ 16,133.60","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Premium (BMW X1)","Incl. 26,071 miles","$ 44.25","$ 16,149.44","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Luxury (BMW X3)","Incl. 26,071 miles","$ 46.97","$ 17,144.92","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Downtown","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 54.27","$ 19,807.90","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Compact (Nissan Versa)","Incl. 26,071 miles","$ 33.07","$ 12,071.05","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 34.48","$ 12,586.05","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 34.50","$ 12,591.91","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 34.94","$ 12,752.49","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Standard (Chevrolet Camaro Coupe)","Incl. 26,071 miles","$ 36.37","$ 13,276.49","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 36.80","$ 13,430.79","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 38.92","$ 14,206.17","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Luxury (BMW 4 Series Coupe)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 44.20","$ 16,133.60","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Premium (BMW X1)","Incl. 26,071 miles","$ 44.25","$ 16,149.44","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 46.45","$ 16,953.22","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Luxury (BMW X3)","Incl. 26,071 miles","$ 46.97","$ 17,144.92","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Extraordinary (BMW 5 Series)","Incl. 26,071 miles","$ 47.37","$ 17,290.37","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 54.80","$ 20,001.17","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Full-size (Chevrolet Tahoe)","Incl. 26,071 miles","$ 58.38","$ 21,307.54","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Studio City","Full-size Elite (Chevrolet Suburban)","Incl. 26,071 miles","$ 60.32","$ 22,015.53","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Compact (Nissan Versa)","Incl. 26,071 miles","$ 34.02","$ 12,417.34","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 34.48","$ 12,586.05","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 34.50","$ 12,591.91","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Full-size (Toyota Camry)","Incl. 26,071 miles","$ 34.94","$ 12,752.49","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Midsize (Toyota RAV4)","Incl. 26,071 miles","$ 37.15","$ 13,558.97","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Premium (BMW 2 Series)","Incl. 26,071 miles","$ 38.92","$ 14,206.17","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Luxury (BMW 3 Series)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Luxury (BMW 4 Series Coupe)","Incl. 26,071 miles","$ 40.57","$ 14,807.52","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Standard (Chevrolet Blazer)","Incl. 26,071 miles","$ 44.20","$ 16,133.60","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Standard Elite (GMC Acadia)","Incl. 26,071 miles","$ 46.01","$ 16,793.06","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Minivan (Chrysler Pacifica)","Incl. 26,071 miles","$ 54.80","$ 20,001.17","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Full-size (Chevrolet Tahoe)","Incl. 26,071 miles","$ 58.38","$ 21,307.54","$ 9.16/ day"
"2024-03-17","2025-03-17","US","Los Angeles Venice Beach","Luxury (BMW 4 Series Convertible)","Incl. 26,071 miles","$ 64.68","$ 23,607.94","$ 9.16/ day"
"2024-03-17","2025-03-17","US","West Hollywood","Standard (Toyota Corolla)","Incl. 26,071 miles","$ 33.54","$ 12,240.48","$ 9.16/ day"
"2024-03-17","2025-03-17","US","West Hollywood","Compact (Nissan Versa)","Incl. 26,071 miles","$ 34.02","$ 12,417.34","$ 9.16/ day"
"2024-03-17","2025-03-17","US","West Hollywood","Midsize (Nissan Sentra)","Incl. 26,071 miles","$ 34.48","$ 12,586.05","$ 9.16/ day"
